0.81708652793,,
000001.png,0
000003.png,1
000008.png,0
000013.png,0
000018.png,0
000019.png,0
000028.png,1
000036.png,1
000038.png,0
000043.png,0
000044.png,1
000052.png,1
000062.png,1
000063.png,0
000065.png,0
000068.png,1
000075.png,1
000084.png,1
000088.png,0
000093.png,0
000098.png,0
000101.png,0
000104.png,0
000109.png,0
000112.png,1
000114.png,1
000115.png,1
000124.png,1
000126.png,0
000137.png,1
000144.png,0
000146.png,0
000155.png,0
000159.png,0
000162.png,1
000166.png,1
000168.png,0
000174.png,0
000177.png,0
000181.png,0
000182.png,1
000189.png,0
000195.png,1
000196.png,1
000199.png,0
000205.png,0
000206.png,0
000214.png,1
000216.png,0
000217.png,1
000223.png,0
000224.png,0
000236.png,0
000241.png,1
000247.png,0
000258.png,0
000273.png,1
000275.png,1
000277.png,0
000278.png,0
000279.png,0
000285.png,0
000292.png,0
000293.png,0
000298.png,0
000302.png,1
000303.png,1
000304.png,0
000310.png,0
000312.png,1
000318.png,1
000325.png,0
000327.png,1
000331.png,0
000337.png,0
000342.png,0
000344.png,1
000347.png,0
000352.png,0
000356.png,1
000369.png,1
000392.png,0
000395.png,0
000397.png,0
000401.png,0
000403.png,1
000411.png,0
000421.png,1
000439.png,0
000441.png,0
000447.png,0
000448.png,0
000453.png,0
000454.png,1
000455.png,0
000459.png,1
000460.png,0
000480.png,0
000481.png,0
000483.png,0
000488.png,0
000495.png,0
000500.png,0
000508.png,0
000514.png,1
000523.png,0
000524.png,0
000526.png,1
000529.png,0
000532.png,0
000536.png,1
000554.png,1
000555.png,0
000576.png,1
000585.png,1
000592.png,0
000598.png,1
000603.png,0
000616.png,0
000621.png,0
000622.png,0
000627.png,0
000634.png,0
000637.png,0
000640.png,0
000664.png,0
000673.png,0
000674.png,1
000678.png,1
000679.png,0
000681.png,1
000686.png,1
000690.png,0
000691.png,1
000701.png,1
000742.png,1
000746.png,1
000750.png,0
000766.png,0
000768.png,0
000774.png,0
000787.png,0
000794.png,1
000795.png,0
000796.png,0
000800.png,0
000806.png,1
000807.png,0
000808.png,0
000822.png,0
000823.png,1
000834.png,1
000849.png,1
000855.png,0
000861.png,0
000867.png,0
000873.png,1
000874.png,0
000894.png,0
000896.png,1
000897.png,0
000901.png,0
000921.png,0
000928.png,0
000932.png,0
000945.png,0
000951.png,0
000953.png,0
000955.png,1
000960.png,0
000961.png,0
000967.png,0
000976.png,1
000979.png,1
000980.png,0
000987.png,0
001003.png,0
001004.png,1
001022.png,0
001024.png,0
001030.png,0
001040.png,1
001041.png,0
001043.png,1
001049.png,1
001063.png,1
001066.png,0
001070.png,0
001075.png,0
001083.png,0
001096.png,0
001098.png,1
001106.png,1
001119.png,0
001120.png,1
001121.png,1
001138.png,1
001172.png,1
001177.png,1
001178.png,0
001179.png,0
001187.png,0
001198.png,0
001199.png,0
001200.png,0
001207.png,1
001209.png,0
001210.png,0
001212.png,1
001230.png,0
001231.png,1
001242.png,1
001252.png,1
001268.png,0
001270.png,0
001272.png,0
001276.png,1
001282.png,0
001287.png,1
001288.png,0
001294.png,0
001313.png,0
001330.png,1
001331.png,1
001339.png,0
001341.png,1
001354.png,0
001359.png,0
001360.png,0
001369.png,0
001371.png,0
001379.png,0
001382.png,0
001395.png,0
001401.png,1
001405.png,1
001408.png,0
001414.png,0
001415.png,1
001420.png,0
001423.png,1
001428.png,0
001429.png,1
001432.png,1
001434.png,1
001437.png,0
001442.png,1
001443.png,0
001448.png,0
001464.png,1
001470.png,1
001475.png,0
001476.png,0
001481.png,0
001482.png,0
001487.png,0
001495.png,0
001499.png,1
001501.png,1
001503.png,0
001523.png,1
001525.png,0
001526.png,0
001528.png,1
001531.png,0
001537.png,1
001542.png,1
001543.png,1
001549.png,0
001550.png,1
001553.png,0
001562.png,0
001578.png,0
001589.png,1
001594.png,1
001610.png,1
001615.png,1
001618.png,0
001620.png,0
001624.png,0
001627.png,0
001630.png,0
001632.png,0
001637.png,0
001638.png,0
001643.png,0
001648.png,0
001650.png,0
001657.png,1
001661.png,1
001663.png,1
001678.png,0
001679.png,1
001689.png,1
001693.png,0
001694.png,0
001698.png,0
001699.png,0
001701.png,0
001703.png,1
001704.png,0
001706.png,1
001718.png,0
001720.png,0
001721.png,1
001731.png,1
001740.png,1
001745.png,0
001760.png,1
001773.png,1
001780.png,0
001808.png,1
001812.png,0
001813.png,1
001819.png,1
001820.png,0
001826.png,0
001827.png,1
001828.png,0
001830.png,1
001835.png,0
001844.png,1
001849.png,0
001856.png,0
001859.png,0
001863.png,1
001870.png,0
001877.png,0
001882.png,1
001883.png,1
001887.png,0
001894.png,0
001896.png,1
001897.png,1
001898.png,0
001899.png,0
001905.png,0
001916.png,0
001925.png,1
001928.png,0
001929.png,0
001930.png,1
001934.png,0
001940.png,1
001952.png,1
001960.png,0
001961.png,1
001984.png,0
001996.png,0
001997.png,1
001998.png,0
002010.png,1
002013.png,1
002023.png,0
002027.png,1
002032.png,1
002033.png,0
002036.png,1
002039.png,0
002041.png,0
002046.png,0
002047.png,1
002049.png,0
002052.png,0
002059.png,1
002062.png,0
002063.png,0
002067.png,0
002070.png,0
002071.png,1
002084.png,0
002093.png,0
002099.png,0
002103.png,1
002108.png,1
002109.png,1
002110.png,1
002111.png,1
002112.png,1
002120.png,0
002125.png,1
002131.png,1
002132.png,0
002150.png,0
002151.png,0
002157.png,0
002160.png,0
002162.png,0
002164.png,1
002166.png,0
002167.png,0
002179.png,0
002199.png,1
002219.png,0
002226.png,1
002234.png,1
002256.png,0
002259.png,0
002262.png,0
002267.png,1
002269.png,0
002272.png,0
002276.png,0
002280.png,0
002281.png,1
002285.png,1
002288.png,1
002296.png,0
002297.png,1
002309.png,0
002311.png,0
002313.png,0
002315.png,1
002318.png,1
002320.png,0
002328.png,0
002329.png,1
002331.png,1
002340.png,0
002346.png,0
002347.png,0
002361.png,1
002369.png,0
002380.png,0
002383.png,0
002385.png,0
002386.png,0
002387.png,0
002388.png,1
002393.png,1
002398.png,0
002400.png,1
002401.png,0
002402.png,0
002407.png,0
002418.png,0
002419.png,0
002422.png,1
002432.png,1
002435.png,0
002438.png,1
002443.png,0
002450.png,0
002452.png,0
002459.png,0
002460.png,0
002463.png,0
002465.png,1
002470.png,1
002481.png,0
002482.png,1
002483.png,0
002498.png,0
002499.png,1
002503.png,1
002514.png,1
002518.png,0
002534.png,0
002544.png,0
002549.png,0
002551.png,1
002555.png,0
002564.png,1
002568.png,0
002570.png,0
002573.png,1
002580.png,0
002583.png,0
002589.png,1
002594.png,1
002603.png,1
002608.png,0
002612.png,1
002616.png,1
002621.png,0
002630.png,0
002632.png,0
002641.png,0
002644.png,0
002646.png,0
002653.png,0
002655.png,0
002672.png,0
002683.png,0
002687.png,1
002688.png,0
002695.png,0
002711.png,0
002714.png,0
002726.png,0
002735.png,1
002743.png,1
002764.png,0
002767.png,0
002773.png,0
002804.png,0
002812.png,1
002814.png,1
002828.png,0
002834.png,1
002843.png,0
002844.png,1
002845.png,1
002847.png,1
002855.png,1
002857.png,0
002865.png,0
002867.png,1
002873.png,0
002874.png,1
002881.png,0
002887.png,0
002889.png,1
002899.png,1
002905.png,1
002909.png,0
002914.png,0
002925.png,0
002931.png,0
002952.png,0
002955.png,1
002959.png,1
002963.png,0
002964.png,1
002968.png,0
002980.png,1
002981.png,0
002986.png,1
002992.png,1
002998.png,0
003002.png,0
003006.png,1
003007.png,0
003010.png,1
003012.png,0
003013.png,0
003016.png,0
003028.png,0
003046.png,0
003053.png,0
003059.png,1
003071.png,1
003077.png,0
003083.png,0
003090.png,1
003092.png,0
003095.png,0
003101.png,1
003102.png,0
003103.png,0
003106.png,0
003108.png,1
003112.png,0
003117.png,1
003121.png,0
003123.png,1
003128.png,0
003132.png,1
003133.png,0
003137.png,0
003141.png,0
003142.png,0
003147.png,0
003148.png,0
003151.png,0
003153.png,0
003157.png,0
003160.png,0
003162.png,0
003163.png,0
003166.png,0
003176.png,1
003178.png,0
003179.png,0
003182.png,0
003194.png,0
003219.png,0
003222.png,1
003229.png,1
003231.png,1
003241.png,1
003246.png,0
003248.png,0
003253.png,1
003262.png,1
003263.png,0
003266.png,0
003287.png,0
003292.png,0
003293.png,1
003300.png,1
003301.png,1
003308.png,0
003318.png,0
003323.png,0
003328.png,0
003349.png,1
003353.png,0
003354.png,1
003359.png,0
003366.png,1
003369.png,0
003370.png,0
003374.png,1
003381.png,0
003396.png,1
003404.png,1
003407.png,0
003413.png,0
003415.png,0
003422.png,0
003430.png,0
003435.png,1
003440.png,0
003446.png,0
003447.png,1
003448.png,1
003471.png,0
003477.png,1
003483.png,0
003488.png,0
003495.png,0
003500.png,0
003506.png,0
003507.png,1
003521.png,0
003523.png,0
003529.png,0
003532.png,0
003535.png,0
003539.png,0
003540.png,0
003544.png,0
003548.png,0
003553.png,0
003554.png,0
003556.png,0
003557.png,1
003572.png,0
003576.png,0
003582.png,1
003595.png,0
003597.png,0
003603.png,1
003604.png,0
003616.png,1
003623.png,1
003625.png,1
003635.png,1
003641.png,1
003643.png,0
003646.png,0
003648.png,1
003665.png,1
003670.png,0
003674.png,0
003677.png,1
003679.png,0
003684.png,1
003686.png,1
003687.png,0
003688.png,0
003690.png,0
003698.png,0
003700.png,1
003702.png,0
003704.png,0
003705.png,1
003714.png,1
003717.png,1
003719.png,0
003724.png,1
003726.png,0
003730.png,0
003735.png,0
003737.png,0
003741.png,0
003759.png,1
003762.png,0
003771.png,0
003772.png,0
003777.png,0
003778.png,0
003780.png,0
003791.png,0
003794.png,1
003798.png,0
003800.png,0
003807.png,1
003811.png,1
003813.png,0
003815.png,1
003816.png,1
003817.png,1
003823.png,0
003827.png,0
003831.png,0
003836.png,0
003837.png,0
003841.png,1
003845.png,0
003847.png,0
003849.png,0
003850.png,0
003862.png,1
003872.png,0
003876.png,0
003880.png,1
003882.png,1
003886.png,1
003892.png,1
003898.png,0
003901.png,1
003905.png,0
003908.png,0
003910.png,1
003918.png,0
003920.png,1
003929.png,0
003930.png,1
003932.png,0
003933.png,0
003939.png,1
003943.png,0
003944.png,0
003954.png,0
003955.png,0
003957.png,0
003961.png,0
003974.png,0
003976.png,1
003978.png,1
003982.png,0
003984.png,1
003990.png,0
003991.png,0
004002.png,1
004010.png,1
004021.png,0
004028.png,0
004031.png,0
004034.png,1
004036.png,0
004047.png,0
004048.png,1
004051.png,0
004053.png,1
004058.png,0
004066.png,0
004073.png,1
004079.png,0
004081.png,0
004091.png,0
004094.png,1
004098.png,0
004103.png,1
004113.png,0
004117.png,0
004124.png,1
004128.png,0
004133.png,0
004149.png,1
004167.png,0
004188.png,0
004190.png,1
004192.png,0
004195.png,0
004201.png,1
004204.png,1
004227.png,1
004230.png,1
004236.png,0
004238.png,0
004240.png,0
004247.png,0
004252.png,0
004260.png,0
004263.png,1
004271.png,0
004272.png,1
004275.png,1
004296.png,1
004301.png,1
004307.png,1
004310.png,1
004322.png,0
004329.png,0
004330.png,0
004335.png,0
004336.png,0
004340.png,0
004354.png,0
004359.png,0
004365.png,1
004370.png,0
004381.png,0
004384.png,1
004385.png,1
004391.png,0
004394.png,0
004401.png,0
004405.png,0
004419.png,0
004424.png,1
004425.png,1
004429.png,0
004432.png,0
004435.png,1
004452.png,1
004456.png,0
004458.png,0
004461.png,0
004465.png,1
004470.png,0
004476.png,0
004485.png,0
004497.png,0
004499.png,0
004504.png,0
004520.png,1
004529.png,0
004539.png,1
004546.png,0
004565.png,0
004568.png,1
004583.png,0
004585.png,0
004587.png,0
004601.png,1
004607.png,1
004612.png,1
004619.png,1
004624.png,1
004625.png,0
004636.png,1
004642.png,1
004650.png,0
004651.png,1
004664.png,1
004680.png,0
004681.png,0
004684.png,0
004685.png,0
004686.png,0
004690.png,0
004691.png,0
004692.png,1
004693.png,0
004713.png,1
004719.png,0
004724.png,0
004734.png,1
004738.png,1
004758.png,1
004759.png,0
004760.png,1
004765.png,0
004783.png,0
004788.png,0
004789.png,1
004793.png,0
004797.png,0
004805.png,1
004806.png,0
004807.png,0
004811.png,0
004818.png,0
004825.png,0
004829.png,0
004836.png,1
004837.png,0
004840.png,1
004849.png,0
004850.png,0
004855.png,1
004861.png,0
004863.png,0
004866.png,0
004867.png,0
004880.png,0
004887.png,0
004888.png,0
004891.png,0
004893.png,1
004894.png,1
004904.png,1
004905.png,0
004906.png,0
004910.png,0
004920.png,0
004924.png,1
004926.png,0
004927.png,0
004930.png,0
004937.png,0
004940.png,0
004941.png,0
004942.png,0
004943.png,1
004946.png,1
004949.png,1
004951.png,0
004956.png,0
004959.png,0
004961.png,0
004965.png,1
004966.png,0
004971.png,1
004972.png,0
004977.png,0
004978.png,1
004980.png,0
004997.png,0
